"CT_id","X","Y","Animal","Zone","ht_cropped","combined_nomodel_night_25833","combined_nomodel_day_night_25833","redkills_winter23_24_30res_1500b_25833","all_hunting_Oct23Mar24_30res_1500b_25833","veg_coverage_10m_2019_2020_25833","DTM_final_25833","ruggedness_25833","Slope_25833","veg_dens_05m_2m_2019_2020_25833","buffer35_VG_mean","buffer35_VG_SD","buffer10_VG_mean","dist_wint","dist_paths"
"WTM_BYW016_23",375535.172243338,5440630.87390471,"EM","Kerngebiet","mix_stand",0.33042848110199,0.36163392663002,0.186027780175209,0.00396766560152173,0,1122.30065917969,2.98238921165466,13.7887802124023,0.798283278942108,0.820708256336599,0.136663988426567,0.809864136079947,4802.82469696826,85.241186299608
"WTM_BYW017_23",376520.454157463,5440642.15209943,"EM","Kerngebiet","con_stand",0.32591786980629,0.336920380592346,0.228513404726982,0.00083663803525269,0.439999997615814,1294.52917480469,2.80026292800903,12.9393377304077,0.727272748947144,0.799235791347589,0.0951434111697724,0.771102374250239,4991.96472240379,28.5112734929378
"WTM_BYW018_23",369540.732703105,5439637.91192285,"no","Naturzone","dec_stand",0.0432118289172649,0.0205892585217953,0.051533505320549,0.447021543979645,1,703.08642578125,2.70270395278931,12.0206499099731,0.96341460943222,0.938139736270293,0.0432019333835533,0.949643660675396,6766.73311530843,131.924184183064
"WTM_BYW020_23",371540.146447728,5439623.37735451,"M","Naturzone","open",0.137586861848831,0.0890826135873795,0.0857934132218361,0.359931647777557,0.759999990463257,687.664611816406,0.556746304035187,2.34324526786804,0.975206613540649,0.963475813468297,0.0592297823725201,0.96127258737882,5221.75467182207,62.0461077956941
"WTM_BYW022_23",373539.344697146,5439632.92565332,"EM","Kerngebiet","dec_stand",0.213131561875343,0.212955370545387,0.0676864981651306,0.0706714242696762,0.959999978542328,972.698669433594,3.73014950752258,16.9367904663086,0.949324309825897,0.931529841743983,0.0943953310036156,0.973404629663988,4114.14533550912,147.24994801892
"WTM_BYW023_23",374542.090180212,5439664.59108139,"EM","Kerngebiet","deadwood",0.282590806484222,0.293105751276016,0.129154577851295,0.0226211547851562,0,1248.61999511719,3.31637835502625,14.5618658065796,0.719387769699097,0.668116688728333,0.186294903973541,0.734148263931274,3867.27012908164,36.5750178596133
"WTM_BYW024_23",375512.05331297,5439636.00616124,"EM","Kerngebiet","deadwood",0.351010859012604,0.360467463731766,0.225988641381264,0.00941408425569534,0,1204.01647949219,1.67068552970886,7.80026865005493,0.955882370471954,0.940838193968882,0.0848568988345372,0.956427565642766,3809.63000780361,400.015852641795
"WTM_BYW025_23",376518.88991691,5439623.45069701,"EM","Kerngebiet","open",0.372564226388931,0.385842472314835,0.287815928459167,0.00455261347815394,0.0399999991059303,1198.12573242188,5.47031879425049,23.8995342254639,1,0.976673504998607,0.0417352757747698,0.992670192168309,4021.93283332554,35.4002499670579
"WTM_BYW027_23",369541.261882205,5438638.02107797,"no","Managementzone","deadwood",0.0400225482881069,0.0183498468250036,0.0791218802332878,0.355567187070847,0.959999978542328,719.887939453125,2.98180150985718,13.6660919189453,1,0.980556474962542,0.0206429084112401,0.988065800883553,6260.59872030554,102.799413800451
"WTM_BYW028_23",370522.495968101,5438613.86406207,"no","Naturzone","mix_stand",0.0893400013446808,0.0459840409457684,0.127079650759697,0.3732028901577,0.759999990463257,634.565246582031,0.80291086435318,3.75668573379517,0.783333361148834,0.849078543675251,0.123183929648339,0.880296272890908,5387.6187986432,58.7733331906224
"WTM_BYW029_23",371562.810680484,5438617.42671331,"M","Naturzone","deadwood",0.123300291597843,0.0729892179369926,0.131159827113152,0.282456666231155,1,672.462463378906,1.40635550022125,6.52016401290894,0.97972971200943,0.968580512664257,0.0452627437681913,0.981238892445197,4528.97315636662,142.123927236704
"WTM_BYW030_23",372538.969772267,5438627.11068229,"M","Naturzone","dec_stand",0.131738662719727,0.0951439738273621,0.0954564958810806,0.168658450245857,1,757.614990234375,2.31058955192566,10.4807529449463,0.971428573131561,0.870995140528377,0.132477191048602,0.960588335990906,3811.33799408184,87.4480659902235
"WTM_BYW031_23",373524.660520866,5438638.97300409,"EM","Kerngebiet","deadwood",0.174730777740479,0.140827000141144,0.076354555785656,0.0888443440198898,0.959999978542328,960.61962890625,6.13785886764526,26.2786540985107,0.991489350795746,0.914204174127334,0.0746675299472546,0.966727923601866,3229.38465338362,98.5173190609125
"WTM_BYW033_23",375545.054103006,5438635.42884922,"EM","Kerngebiet","deadwood",0.352194219827652,0.336681514978409,0.198789536952972,0.0374093987047672,0.800000011920929,1001.18072509766,3.46614718437195,15.5127410888672,0.881987571716309,0.816160804950274,0.160810172324776,0.812456149321336,2819.74286671815,13.809911070754
"WTM_BYW035_23",377546.487898323,5438635.26538789,"EM","Kerngebiet","mix_stand",0.359170198440552,0.325325071811676,0.235039472579956,0.00956765934824944,0.400000005960464,1129.40502929688,2.22113704681396,10.3274803161621,0.987447679042816,0.966854120136067,0.0396331720069858,0.967035233974457,3683.44086172505,50.5302599724266
"WTM_BYW036_23",378519.939083718,5438658.29595853,"EM","Kerngebiet","con_stand",0.392671227455139,0.338785469532013,0.161939352750778,0.00283840298652649,0.920000016689301,1072.42810058594,0.745982587337494,3.30995607376099,0.90946501493454,0.940172063696916,0.0323595506991185,0.912811001141866,4396.17185985172,107.485193667366
"WTM_BYW038_23",370540.555766419,5437636.92856969,"no","Naturzone","deadwood",0.0794506520032883,0.0399378873407841,0.129743337631226,0.346904277801514,1,623.347778320312,0.849454343318939,3.7539975643158,0.95061731338501,0.910025433271746,0.107389028085427,0.92005876203378,4939.899260531,96.8225205728243
"WTM_BYW041_23",373536.822923598,5437636.62327692,"EM","Naturzone","dec_stand",0.139750793576241,0.0966004282236099,0.0747170969843864,0.185214042663574,1,857.015197753906,2.68301677703857,12.3211584091187,0.969348669052124,0.979227099663172,0.0465922752856593,0.98815506696701,2406.57928991473,99.4379475351366
"WTM_BYW042_23",374514.773975765,5437654.40630472,"EM","Kerngebiet","dec_stand",0.225338831543922,0.162733837962151,0.0966426506638527,0.157680213451385,1,1116.35888671875,3.8917281627655,17.4692783355713,0.980049848556519,0.980180954164074,0.0209907540904461,0.984450294421269,1915.65556094093,43.7227704639919
"WTM_BYW043_23",375530.738550752,5437641.47844142,"EM","Kerngebiet","con_stand",0.323496699333191,0.293018221855164,0.146749317646027,0.123520419001579,0.959999978542328,927.796875,3.53058242797852,16.036190032959,0.994219660758972,0.972497519754594,0.0338465295163442,0.975083974691538,1838.14229364689,71.4104357012591
"WTM_BYW045_23",377518.296142848,5437658.31286861,"EM","Naturzone","deadwood",0.383806735277176,0.322323590517044,0.183440119028091,0.0351861603558064,1,1077.80822753906,0.916100323200226,4.2993311882019,0.945652186870575,0.914049333486802,0.0734838278198153,0.954841287930806,2988.9395608557,38.3970267523357
"WTM_BYW046_23",378543.396602325,5437630.16559822,"EM","Kerngebiet","deadwood",0.475181311368942,0.40256142616272,0.149471193552017,0.0117893097922206,0,1045.09997558594,0.766269147396088,3.59175753593445,1,0.977401297061871,0.0326371141379288,0.991035640239716,3841.32019371943,76.6018041114857
"WTM_BYW048_23",371536.356787317,5436627.21621501,"M","Naturzone","dec_stand",0.0698584541678429,0.0373287424445152,0.0905162394046783,0.361843645572662,1,736.486938476562,0.78141063451767,3.62095046043396,0.954674243927002,0.914562527210482,0.0803550045289912,0.93027106156716,3691.18171504495,96.2692503559483
"WTM_BYW049_23",372526.871240696,5436642.14006763,"M","Naturzone","deadwood",0.0753915831446648,0.0437547601759434,0.0720716044306755,0.35523647069931,0.959999978542328,627.905883789062,1.29004383087158,5.95594787597656,0.989304840564728,0.965629973090612,0.0486026769832096,0.984546803511106,2735.37095982798,134.9870931774
"WTM_BYW050_23",373513.619840884,5436652.87799519,"M","Naturzone","dec_stand",0.113046199083328,0.0689495876431465,0.064388208091259,0.351911127567291,1,772.201538085938,3.36878299713135,15.353723526001,0.996666669845581,0.966618871841675,0.0399027619882891,0.967648400710179,1818.96118459941,141.99899550641
"WTM_BYW051_23",374533.777427445,5436622.99631852,"EM","Kerngebiet","dec_stand",0.194769755005836,0.123914010822773,0.0860264971852303,0.346719324588776,1,913.896179199219,3.43246078491211,15.7377023696899,0.980000019073486,0.93740441210759,0.0764595880192855,0.968628992636999,988.247952851191,9.98129874080953
"WTM_BYW053_23",376545.893085173,5436642.27660164,"EM","Naturzone","mix_stand",0.337204217910767,0.289682388305664,0.13340936601162,0.180399939417839,1,780.241149902344,4.35489559173584,19.3363399505615,0.975728154182434,0.929441857605408,0.080319883951768,0.972751048895029,1613.94312932002,29.1143561096217
"WTM_BYW054_23",377534.041341238,5436652.58636919,"EM","Naturzone","mix_stand",0.399965912103653,0.304855495691299,0.144100219011307,0.0917195528745651,1,1023.22125244141,3.81741309165955,17.2697944641113,0.867035984992981,0.858868681765222,0.094866152791413,0.920916112569662,2524.28430676624,120.804110357536
"WTM_BYW056_23",379531.636043608,5436646.57975419,"EM","Kerngebiet","deadwood",0.762945532798767,0.685488820075989,0.133256882429123,0.0157269556075335,0.920000016689301,1094.22729492188,1.28477573394775,5.97507238388062,1,0.983905348085588,0.0220786257385635,0.993348190417657,4462.22126359419,29.5515284761511
"WTM_BYW058_23",372503.126095611,5435610.58206675,"M","Managementzone","deadwood",0.0571509748697281,0.0340968668460846,0.0371469780802727,0.415633291006088,0.959999978542328,611.062683105469,2.12789082527161,8.79341983795166,1,0.955748572563514,0.0703626902450801,0.948158021156605,2650.77199668304,16.7286797194027
"WTM_BYW060_23",374529.172059597,5435613.25436206,"M","Managementzone","dec_stand",0.168214574456215,0.0964155271649361,0.0716335251927376,0.517166197299957,0.959999978542328,711.263977050781,2.16845035552979,9.94788551330566,0.988795518875122,0.938109153316867,0.0776866323427441,0.968081319332123,656.251251547665,20.7684743868854
"WTM_BYW062_23",376532.937738035,5435634.95773362,"EM","Naturzone","dec_stand",0.319725960493088,0.227425023913383,0.112145937979221,0.335566252470016,0.959999978542328,847.564880371094,3.77296900749207,17.1238689422607,0.910052895545959,0.939029223303641,0.0720738584741458,0.950298950076103,1406.06912496146,22.5192551447063
"WTM_BYW064_23",378520.709680321,5435629.93193789,"EM","Kerngebiet","open",0.625456869602203,0.490916937589645,0.175822019577026,0.121586941182613,0,1102.37268066406,1.18952238559723,5.4605827331543,0.914826512336731,0.870356296117489,0.128631251584363,0.845065385103226,3385.31929454852,67.5156555548935
"WTM_BYW068_23",375550.791846505,5434631.52939319,"M","Managementzone","mix_stand",0.252069085836411,0.145468294620514,0.0918787941336632,0.546275794506073,0,692.080627441406,1.23091816902161,5.36948537826538,0.682310461997986,0.718812318311797,0.194209516571637,0.711784135018076,1280.53190419968,137.324646592632
"WTM_BYW070_23",377525.490405207,5434613.10869098,"EM","Naturzone","mix_stand",0.452909678220749,0.288347065448761,0.172340214252472,0.435743987560272,1,921.405700683594,3.46383237838745,15.8610401153564,0.963503658771515,0.929758516050154,0.0684569560995302,0.965701108177503,2682.77903219637,16.9460300402417
"WTM_BYW071_23",378536.251391024,5434672.04511958,"EM","Kerngebiet","deadwood",0.670093953609467,0.50069135427475,0.228696703910828,0.301647901535034,0,1197.01623535156,3.04239535331726,12.2752027511597,0.996621608734131,0.939777645335835,0.0873117921897196,0.937312444051107,3282.90998500362,274.009739333518
"WTM_BYW072_23",379534.453950735,5434659.14978993,"EM","Kerngebiet","deadwood",0.905242800712585,0.812027335166931,0.277862548828125,0.185081884264946,0.0799999982118607,1206.52478027344,3.26061129570007,14.728569984436,0.989726006984711,0.949967708343115,0.0590884919615766,0.985254553648142,3558.13541184209,88.0571176233554
"WTM_BYW073_23",380520.401758218,5434654.48333161,"EM","Kerngebiet","deadwood",0.991255104541779,0.993813157081604,0.28534272313118,0.08652263879776,0.360000014305115,1161.75537109375,2.12855672836304,9.85410118103027,0.90379011631012,0.929820951743004,0.0856756262718415,0.960650214782128,4065.65900369058,19.059227563717
"WTM_BYW074_23",381541.318453642,5434644.79603815,"EM","Kerngebiet","deadwood",0.840949296951294,0.791749954223633,0.23219396173954,0.0288514867424965,0,1265.61608886719,1.54246342182159,7.16613674163818,0.80701756477356,0.863391655491244,0.109711581734743,0.864473448349879,4749.16822822615,88.2125773962338
"WTM_BYW075_23",382538.28669134,5434643.58913934,"EM","Kerngebiet","deadwood",0.667978227138519,0.578124463558197,0.142204731702805,0.0069730281829834,0,1275.56616210938,0.937555253505707,4.34672117233276,0.906458795070648,0.950242705405897,0.05652235435079,0.932758376002312,5523.06367175784,19.862190716506
"WTM_BYW076_23",376543.125840825,5433631.75419881,"EM","Managementzone","deadwood",0.405835390090942,0.21221236884594,0.192378267645836,0.697263360023499,0.560000002384186,762.135070800781,3.48714852333069,14.869194984436,0.972318351268768,0.931975357425519,0.0811115270428917,0.938967634331096,2672.41537824924,240.015642384984
"WTM_BYW077_23",377531.10405213,5433643.20021385,"EM","Naturzone","mix_stand",0.503071427345276,0.295950144529343,0.236839070916176,0.727067112922668,1,921.439025878906,2.48785996437073,11.3414506912231,0.923664093017578,0.770755349355898,0.191384470929395,0.809675643841426,2277.84252850074,221.892569472639
"WTM_BYW079_23",379531.437850276,5433646.07142175,"EM","Naturzone","con_stand",0.88635116815567,0.784797549247742,0.301369547843933,0.388789713382721,1,1003.84924316406,2.3142204284668,10.6144666671753,0.961722493171692,0.925594351473887,0.065732323697748,0.938592323890099,2669.1399257181,187.667198597852
"WTM_BYW081_23",381539.8691599,5433619.46374606,"EM","Kerngebiet","mix_stand",0.856140315532684,0.835171580314636,0.240648970007896,0.0634047836065292,1,1187.96875,3.53731465339661,16.5024318695068,0.974789917469025,0.97510954582846,0.0234985247773906,0.97772003845735,4122.20016896389,229.216807722992
"WTM_BYW084_23",378536.271756228,5432637.95974867,"EM","Managementzone","open",0.655988097190857,0.448798328638077,0.282205671072006,0.868982374668121,0.920000016689301,811.728454589844,4.94040966033936,21.6921691894531,0.980821907520294,0.971762221474801,0.0354745281302976,0.979373200373216,1305.90274721181,63.6475933135545
"WTM_BYW086_23",380530.962672234,5432634.65598237,"EM","Kerngebiet","mix_stand",0.924575865268707,0.985895693302155,0.225502133369446,0.271866768598557,0.959999978542328,1100.70593261719,1.36245560646057,6.25517511367798,0.995192289352417,0.969835556707075,0.0371412398903208,0.984041058100187,2759.60979118465,199.001229395293
"WTM_BYW088_23",382541.023886856,5432633.9677241,"EM","Kerngebiet","deadwood",0.653294444084167,0.602988958358765,0.10530611127615,0.0206288397312164,0,1133.1640625,0.72085964679718,3.35699272155762,0.867521345615387,0.809463709592819,0.128171439773705,0.772047315325056,4650.90564997116,8.86782010482756
"WTM_BYW089_23",378505.925000417,5431653.2802331,"EM","Managementzone","dec_stand",0.632123947143555,0.42366686463356,0.25820791721344,0.875444889068604,1,834.611755371094,3.93693161010742,17.7617015838623,0.97826087474823,0.984831987657855,0.0231822890331512,0.988129005982326,508.834951940119,26.3427473747095
"WTM_BYW090_23",379542.707571263,5431640.674279,"EM","Naturzone","dec_stand",0.749718427658081,0.699910223484039,0.192768886685371,0.576585114002228,1,972.890808105469,2.17016577720642,10.0665550231934,0.995169103145599,0.992496543930423,0.00936298180111587,0.995953115133139,1507.59110016283,381.302479196572
"WTM_BYW092_23",381539.936622646,5431637.69152334,"EM","Naturzone","dec_stand",0.760722577571869,0.852501571178436,0.116948448121548,0.0922905653715134,1,1098.00927734375,3.08882474899292,14.0798988342285,0.983164966106415,0.977286532139167,0.0171109150717973,0.985402350624402,3496.31255966314,23.7692101303522
"WTM_BYW094_23",378530.926246644,5430624.01719364,"EM","Managementzone","dec_stand",0.614119231700897,0.431291997432709,0.211799785494804,0.598635971546173,1,822.625549316406,4.17353820800781,18.8185062408447,0.978494644165039,0.936639786521091,0.0555709300325305,0.962642888228099,934.865001130626,102.038743074135
"WTM_BYW096_23",380526.016707924,5430639.63613522,"EM","Naturzone","mix_stand",0.731250882148743,0.87488716840744,0.145661860704422,0.193812325596809,1,833.38134765625,2.86154341697693,13.0710372924805,0.963636338710785,0.886320068374757,0.0912398171607722,0.939106609140124,2597.66416727262,32.1810726845805
"WTM_BYW098_23",382535.338093152,5430638.98883147,"EM","Kerngebiet","con_stand",0.484955191612244,0.486649692058563,0.0614422783255577,0.0138665223494172,0.639999985694885,1130.77563476562,1.61164438724518,7.52778816223145,0.924528300762177,0.936173769525993,0.0455151252212305,0.921905769751622,4554.06219331596,181.823625042514
"WTM_BYW099_23",380530.799276992,5429638.63635666,"EMS","Managementzone","mix_stand",0.601103901863098,0.720258712768555,0.155739903450012,0.0883247554302216,0.239999994635582,838.740112304688,4.37964010238647,19.2820434570312,0.878787875175476,0.838715002998229,0.0967792692892374,0.877683212359746,3057.59721903704,118.178815705782
"WTM_BYW100_23",381555.777821053,5429638.90785423,"EMS","Naturzone","mix_stand",0.501278042793274,0.610194027423859,0.123421400785446,0.0272361990064383,0.959999978542328,870.655822753906,1.56786596775055,7.02770042419434,0.984435796737671,0.971952449890875,0.0279007720974034,0.962783311804136,3935.11355859859,304.000295749319
"WTM_BYW101_23",382539.845549999,5429642.45839223,"EM","Kerngebiet","dec_stand",0.368090033531189,0.367738604545593,0.0676081478595734,0.00587951578199863,1,1080.02026367188,2.15597343444824,9.9423828125,0.976676404476166,0.979872125728874,0.0256986828077483,0.978464459379514,4831.42047925621,137.341745896141
"WTM_BYW105_23",382553.588633933,5428666.86401689,"EMS","Naturzone","dec_stand",0.289696305990219,0.270214676856995,0.0599133186042309,0.00184870033990592,1,965.904113769531,2.4384024143219,11.2287588119507,0.981481492519379,0.982527829370191,0.0203872520044245,0.98676781470959,5282.04006191515,48.580825614533
"WTM_BYW107_23",380530.256054651,5427641.30782034,"EMS","Managementzone","dec_stand",0.366509765386581,0.382939010858536,0.0835927501320839,0.00600569462403655,0.959999978542328,1134.08935546875,3.41587591171265,15.6196527481079,0.972631573677063,0.913141790681925,0.104835785001712,0.976618081331253,4525.49869271198,132.057647795398
"WTM_BYW108_23",381534.246452069,5427635.36816237,"EMS","Kerngebiet","deadwood",0.287451386451721,0.299291580915451,0.0676583051681519,0.00173818203620613,0,1256.27685546875,3.33998274803162,15.2234382629395,0.802867412567139,0.845151681188614,0.135829324857186,0.741563936074575,5149.22637909633,193.336509913522
"WTM_BYW109_23",382534.219220355,5427647.4883068,"EMS","Kerngebiet","dec_stand",0.23562690615654,0.205722123384476,0.0411389730870724,0.000379744247766212,0.800000011920929,1145.39978027344,5.0934419631958,22.3119068145752,0.95896327495575,0.895572496205568,0.0976800016086445,0.940191134810448,5366.67678558389,170.525595417749
"WTM_BYW112_23",382543.435330178,5426629.7338413,"EMS","Kerngebiet","deadwood",0.223280116915703,0.189603000879288,0.0463099703192711,5.81704844080377e-05,0,1336.21154785156,2.88417840003967,13.22727394104,0.92011833190918,0.955492466310912,0.0514136153094827,0.954288618905204,4348.66915776559,61.7050467452964
"WTM_BYW114_23",380537.781003027,5425642.70053941,"MS","Kerngebiet","mix_stand",0.279420375823975,0.24299667775631,0.123383186757565,0.00178356165997684,0.839999973773956,1010.58087158203,5.05311727523804,22.3149318695068,1,0.979068094998403,0.0189508123091507,0.98374388047627,3951.41763569269,216.605769485529
"WTM_BYW115_23",381539.276288635,5425640.16525733,"MS","Kerngebiet","deadwood",0.244099542498589,0.224784657359123,0.124266728758812,0.00055802270071581,0,1303.85583496094,1.68136620521545,6.49952697753906,0.956647396087646,0.924373195049869,0.0992997517767058,0.903338770071665,3526.56812821877,153.574886055106
"WTM_BYW121_23",380526.425689533,5424637.6079346,"MS","Kerngebiet","dec_stand",0.299043655395508,0.26472195982933,0.244041919708252,0.00697363913059235,1,967.259887695312,2.73261451721191,12.4053840637207,0.99056601524353,0.977910161018372,0.0312127066604148,0.991317711770535,3148.70382631351,60.8362997833375
"WTM_BYW123_23",382531.306752794,5424636.02344586,"MS","Kerngebiet","dec_stand",0.306082278490067,0.303303927183151,0.352262645959854,0.00163137470372021,1,1127.69189453125,3.05344557762146,13.9777736663818,0.923076927661896,0.950741625537998,0.0482967254296748,0.91767414410909,2355.40651408885,493.909718743758
"WTM_BYW124_23",383533.656023012,5424631.61177164,"MS","Kerngebiet","dec_stand",0.281328231096268,0.239566430449486,0.340473473072052,0.00227911304682493,1,962.965759277344,3.78485655784607,16.963981628418,0.988066852092743,0.984055012654347,0.0162745410291293,0.991109922528267,2522.61627336771,99.0202827729838
"WTM_BYW126_23",385541.175921946,5424654.40991127,"MS","Kerngebiet","deadwood",0.157143697142601,0.125708609819412,0.183058872818947,0.00445870123803616,0,1154.16857910156,6.16357278823853,26.5773162841797,0.710037171840668,0.596294874508007,0.158189438765603,0.577840211299749,3767.18226135917,383.730021442037
"WTM_BYW128_23",391536.42420592,5424616.47810952,"S","Kerngebiet","deadwood",0.105794884264469,0.0918752551078796,0.00128682097420096,0.0110482722520828,0,1212.20263671875,1.3856828212738,6.49520921707153,0.764258563518524,0.839326575785488,0.116273538247995,0.874145682041462,7685.43546450756,432.004707115213
"WTM_BYW131_23",394534.513212351,5424646.63112151,"S","Naturzone","deadwood",0.0815559253096581,0.0623157508671284,0.0516323298215866,0.0420844182372093,0,1141.73522949219,1.47546434402466,6.80435705184937,0.896174848079681,0.649269697962293,0.147203818472985,0.706336030593285,7190.22065822952,190.657953328786
"WTM_BYW133_23",396553.743971427,5424644.26751944,"no","Naturzone","open",0.0719978213310242,0.0569983348250389,0.0650936290621758,0.0108721703290939,0,1132.45812988281,1.7161146402359,7.80542755126953,1,0.953704489560067,0.0448787902283995,0.974033504724503,5741.76275151138,10.903375076081
"WTM_BYW135_23",379529.786314488,5423622.63856416,"MS","Naturzone","con_stand",0.412079781293869,0.40269348025322,0.234175786375999,0.038987010717392,1,787.71826171875,0.837277591228485,3.78231763839722,0.936708867549896,0.964933743959741,0.0418892442566387,0.960411757230759,3364.82263923197,548.574865287903
"WTM_BYW138_23",382525.32734426,5423625.26788485,"MS","Kerngebiet","dec_stand",0.394000023603439,0.413761407136917,0.682701230049133,0.00766452774405479,0.680000007152557,916.119934082031,2.29024505615234,10.4618282318115,0.925773203372955,0.898255676800205,0.0950716817765232,0.845908378179257,1345.93602857372,27.2570103886385
"WTM_BYW140_23",384522.062174101,5423639.0430998,"MS","Kerngebiet","dec_stand",0.257189393043518,0.207542225718498,0.46922779083252,0.0192421022802591,0.879999995231628,872.475952148438,1.22073662281036,5.45956373214722,0.95302015542984,0.934662671807485,0.0600718564906306,0.945066750049591,2340.3964340774,16.0259213689932
"WTM_BYW142_23",386522.608447228,5423626.76728779,"MS","Kerngebiet","dec_stand",0.175233736634254,0.148719310760498,0.129985734820366,0.019165413454175,1,1164.02978515625,2.18250417709351,10.043025970459,0.992110431194305,0.97977698532639,0.0220042878699136,0.984355419874191,4132.85600416637,31.2374051035715
"WTM_BYW143_23",387523.944453029,5423637.55833072,"S","Kerngebiet","deadwood",0.156810745596886,0.131711840629578,0.0461632087826729,0.0101961037144065,0.0399999991059303,1297.12292480469,2.02070832252502,9.21816539764404,0.503401339054108,0.805065542267215,0.136848798684326,0.752708499248211,5093.25984746515,176.876160375538
"WTM_BYW144_23",391528.941254245,5423632.48885744,"S","Kerngebiet","deadwood",0.10700298845768,0.0917834863066673,0.00114685867447406,0.0257404856383801,0,1303.04553222656,0.831930041313171,3.74626564979553,0.908713698387146,0.762655249067173,0.125105602926182,0.798002834121386,6781.41608097631,102.991202709024
"WTM_BYW146_23",393536.649982478,5423618.14727739,"S","Kerngebiet","con_stand",0.0927761942148209,0.0772389993071556,0.0189098510891199,0.102930426597595,0,1185.27966308594,0.310626685619354,1.22977030277252,0.901918947696686,0.8370657423874,0.11902603814016,0.858897283673286,6210.33394210136,366.224948418554
"WTM_BYW148_23",395525.771105466,5423629.34340933,"S","Naturzone","mix_stand",0.073680192232132,0.0558900497853756,0.057598564773798,0.0669660866260529,0.680000007152557,1106.94396972656,0.931752979755402,4.32378578186035,0.891891896724701,0.852043198172454,0.0997113508976398,0.888888074801518,6283.72670142778,16.064331303788
"WTM_BYW150_23",378530.393061129,5422632.36214475,"MS","Naturzone","deadwood",0.487562745809555,0.474967896938324,0.106468580663204,0.104021966457367,0.600000023841858,754.376892089844,0.182260558009148,0.787318229675293,0.959876537322998,0.912774995535235,0.0701044419653166,0.943504254023234,4100.92843272605,143.370397119068
