"CT_id","X","Y","Animal","Zone","ht_cropped","combined_nomodel_night_25833","combined_nomodel_day_night_25833","redkills_winter23_24_30res_1500b_25833","all_hunting_Oct23Mar24_30res_1500b_25833","veg_coverage_10m_2019_2020_25833","DTM_final_25833","ruggedness_25833","Slope_25833","veg_dens_05m_2m_2019_2020_25833","buffer35_VG_mean","buffer35_VG_SD","buffer10_VG_mean","dist_wint","dist_paths"
"WTM_BYW151_23",379513.743175787,5422645.44853096,"MS","Naturzone","deadwood",0.416009098291397,0.391898632049561,0.209217444062233,0.0667911916971207,0.680000007152557,766.667358398438,0.598525524139404,2.65707325935364,0.991836726665497,0.8091669538636,0.234601959539444,0.969827045996984,3123.56671835097,181.230642933488
"WTM_BYW153_23",381543.612205458,5422647.44226622,"MS","Kerngebiet","dec_stand",0.446051985025406,0.473757743835449,0.720797061920166,0.0244159065186977,0.839999973773956,830.474792480469,0.818491399288177,3.90701818466187,0.813131332397461,0.802465237486057,0.0908296647141204,0.769798553906954,1132.4782556552,80.0114661705857
"WTM_BYW155_23",383531.205402843,5422626.5955545,"MS","Naturzone","mix_stand",0.423691093921661,0.381598651409149,0.893573403358459,0.0427729561924934,0.560000002384186,791.532470703125,0.969176232814789,3.02574944496155,0.720588207244873,0.874764572420428,0.0882800325623894,0.891992601064535,978.429316994847,85.0532007994967
"WTM_BYW160_23",388537.16186433,5422634.11425303,"S","Kerngebiet","mix_stand",0.172442302107811,0.147241488099098,0.0159528702497482,0.0126430401578546,0,1158.35693359375,2.99031734466553,13.6611585617065,0.377358496189117,0.615690091423168,0.168105438753518,0.54830940411641,5933.54142109676,301.102550932989
"WTM_BYW162_23",392530.36618361,5422627.80273712,"S","Kerngebiet","con_stand",0.106045588850975,0.0897447541356087,0.00535982847213745,0.112092815339565,0,1176.8369140625,3.60599303245544,16.237735748291,0.550000011920929,0.591442705394748,0.181093969528253,0.507586385195072,5474.45512661862,394.171716356703
"WTM_BYW164_23",394534.624940255,5422645.03598655,"S","Naturzone","con_stand",0.0869124233722687,0.0713669806718826,0.0244938191026449,0.177926048636436,1,1026.45361328125,2.70613956451416,12.4311857223511,0.98019802570343,0.97688175593653,0.0186695903571695,0.97725810454442,5189.16578389741,279.720264610804
"WTM_BYW166_23",396543.579136332,5422641.77550669,"no","Managementzone","mix_stand",0.0662480145692825,0.0499069429934025,0.0274092312902212,0.0485447570681572,1,1023.22821044922,3.33417963981628,14.9811677932739,0.966037750244141,0.938234542585482,0.070837156473468,0.967494040727615,5633.11715395256,215.669827944855
"WTM_BYW167_23",399538.109222149,5422628.02219432,"no","Naturzone","con_stand",0.0520128719508648,0.0389868170022964,0.00131205876823515,0.000251830322667956,0.959999978542328,967.237121582031,0.695275783538818,3.15462970733643,0.989898979663849,0.86908120936469,0.140738170321466,0.941020960609118,3962.718031968,212.127991804345
"WTM_BYW168_23",377514.61033109,5421645.95031842,"S","Managementzone","mix_stand",0.419418305158615,0.337949454784393,0.0223637148737907,0.137889042496681,1,801.1015625,1.52171850204468,7.10628986358643,0.913907289505005,0.867919620267953,0.134515154738527,0.961911429961522,5141.58221792869,15.9028665473077
"WTM_BYW171_23",380525.449937363,5421626.07740653,"MS","Naturzone","con_stand",0.431149274110794,0.415317982435226,0.348846107721329,0.0562684498727322,1,803.995849609375,1.29389011859894,5.70776700973511,1,0.955780482216246,0.0569717952784377,0.969843607682448,2191.21692339418,306.873838345119
"WTM_BYW173_23",382515.60999685,5421639.30089592,"MS","Naturzone","dec_stand",0.53683477640152,0.544713616371155,0.940058946609497,0.058636624366045,1,832.324096679688,0.809037566184998,3.62080264091492,0.66906476020813,0.664445906973038,0.195380548012535,0.672204071655869,651.215610825673,150.99602001493
"WTM_BYW176_23",385546.483099941,5421638.40094027,"MS","Naturzone","dec_stand",0.320321381092072,0.29262363910675,0.390288442373276,0.187104731798172,1,861.294799804688,1.44038259983063,6.56281852722168,0.923857867717743,0.787128321062296,0.165026516099069,0.841273106061495,3001.70092673835,139.476291409681
"WTM_BYW178_23",387514.038233428,5421662.77140371,"S","Naturzone","mix_stand",0.25412917137146,0.230240404605865,0.0871350094676018,0.0815646946430206,1,901.534362792969,4.63594961166382,20.6390533447266,0.987755119800568,0.923098862171173,0.0918443421226729,0.930585783261519,4938.81936609624,14.4045236424624
"WTM_BYW180_23",389546.66321047,5421646.51126204,"S","Kerngebiet","con_stand",0.190420895814896,0.168216198682785,0.00796305481344461,0.0112725626677275,0.680000007152557,1213.96423339844,1.84766435623169,8.53906536102295,0.929411768913269,0.812638756819069,0.106080901825146,0.914737512667974,6361.79680548377,179.331756966093
"WTM_BYW181_23",390529.290248461,5421658.22660743,"S","Kerngebiet","mix_stand",0.165104448795319,0.144636705517769,0.00281789363361895,0.0177897848188877,0,1320.86560058594,4.44874334335327,20.0088195800781,0.481481492519379,0.523472696352916,0.245811884541946,0.58832971887155,5667.5034168427,66.4554611092125
"WTM_BYW182_23",391552.976120342,5421634.84233033,"S","Kerngebiet","deadwood",0.143736094236374,0.123954884707928,0.00573167577385902,0.0642459243535995,0,1252.77331542969,1.49590849876404,6.91897678375244,0.955823302268982,0.894224389623373,0.0982121581825785,0.915823046118021,5017.60808203688,434.154437022876
"WTM_BYW184_23",393523.76054614,5421605.67241367,"S","Naturzone","con_stand",0.108553498983383,0.0908159986138344,0.0227122791111469,0.252588987350464,1,884.83447265625,3.35358929634094,15.3058090209961,0.917874395847321,0.914613308432775,0.0730847419221368,0.878231066923875,4224.47991138588,177.102199405533
"WTM_BYW185_23",398519.578494567,5421636.84682869,"no","Naturzone","con_stand",0.0515454560518265,0.0370236113667488,0.00214809481985867,0.00353143410757184,0.319999992847443,974.550231933594,2.94442653656006,13.7371702194214,0.679069757461548,0.651833162041782,0.24281707889303,0.692632605632146,5273.18828043074,367.459920472805
"WTM_BYW186_23",377527.818908773,5420648.09384237,"S","Managementzone","con_stand",0.327705085277557,0.262250691652298,0.00644219247624278,0.123532295227051,0.479999989271164,782.89111328125,0.445743024349213,1.897256731987,0.837563455104828,0.847038956215748,0.132087747325142,0.8841408766233,5344.96597592295,38.8575104622174
"WTM_BYW187_23",378541.267713831,5420647.01447226,"S","Naturzone","mix_stand",0.357938289642334,0.317162483930588,0.0228347443044186,0.113179728388786,1,771.987182617188,1.50254535675049,6.83114719390869,0.951612889766693,0.914823056571186,0.127523005000472,0.888355533281962,4391.2475522893,15.0998940599055
"WTM_BYW190_23",381525.788257872,5420606.03568935,"MS","Managementzone","mix_stand",0.514899134635925,0.505850732326508,0.494841754436493,0.0627695024013519,0,795.826782226562,1.98915565013885,8.53639888763428,0.970350384712219,0.773700829450186,0.200325037477076,0.85663960988705,2000.07481215665,68.4064177725563
"WTM_BYW193_23",384526.509258904,5420641.94126943,"S","Managementzone","dec_stand",0.429020643234253,0.401273190975189,0.727411448955536,0.26706999540329,1,786.193908691406,1.17859411239624,5.38912677764893,0.190476194024086,0.739478513551286,0.179630622779013,0.583932611804742,2519.33462741636,104.295948317741
"WTM_BYW195_23",386529.114588602,5420641.89647996,"S","Managementzone","mix_stand",0.350472420454025,0.330999493598938,0.292137920856476,0.243132010102272,0.360000014305115,814.641906738281,3.41372919082642,15.4740133285522,1,0.987142301703754,0.0172139690117747,0.984425072868665,4244.68262792661,33.9269004816022
"WTM_BYW198_23",390527.950181893,5420621.85170979,"S","Kerngebiet","dec_stand",0.210878103971481,0.189923122525215,0.00785029027611017,0.0256496723741293,1,1090.5908203125,3.23193764686584,14.6549472808838,0.997481107711792,0.927370352898875,0.126384744141875,0.992232957056591,4949.87444175476,67.1617695328476
"WTM_BYW200_23",392538.260123933,5420647.16798829,"S","Kerngebiet","con_stand",0.153548941016197,0.133857041597366,0.0415422804653645,0.195894151926041,0.839999973773956,1139.35729980469,2.51837563514709,11.5929708480835,0.920000016689301,0.916133312107641,0.0882253998971308,0.958970393453326,3659.04636144829,27.1418220044337
"WTM_BYW206_23",381522.170929026,5419644.16248423,"MS","Managementzone","mix_stand",0.473963290452957,0.442559748888016,0.339673608541489,0.0571827329695225,0.200000002980232,780.400573730469,1.92270112037659,8.93526458740234,0.899053633213043,0.900733986016243,0.0910702361181255,0.897098972247197,2856.6956909738,161.044739750587
"WTM_BYW207_23",382531.192074898,5419635.01335587,"S","Managementzone","con_stand",0.512630224227905,0.477259904146194,0.618333876132965,0.097840704023838,0,744.539184570312,0.488792359828949,2.07601046562195,0.913333356380463,0.817675270924443,0.106924092423921,0.805509503398623,2649.60250344717,144.020945145883
"WTM_BYW208_23",383537.535182673,5419638.33568148,"S","Naturzone","mix_stand",0.490474492311478,0.460823029279709,0.824332594871521,0.194490328431129,0.879999995231628,756.348388671875,0.565035402774811,2.39775252342224,0.662116050720215,0.684495287605479,0.21332652746318,0.807179706437247,2801.1316135903,2.1828392550555
"WTM_BYW210_23",385543.834260572,5419621.19189538,"S","Naturzone","mix_stand",0.43016505241394,0.417843818664551,0.618378102779388,0.353854656219482,0.319999992847443,729.782775878906,0.553054571151733,2.53736662864685,0.954545438289642,0.839086625820551,0.170078464362143,0.954703271389008,3958.05182127361,198.08615983426
"WTM_BYW212_23",387527.76881084,5419623.01514387,"S","Managementzone","dec_stand",0.374534338712692,0.360508739948273,0.199030458927155,0.202013373374939,1,837.358276367188,5.46137714385986,23.8818798065186,0.996951222419739,0.979150426003241,0.0279098078106402,0.978945576227628,5587.42859802188,58.4953253588417
"WTM_BYW214_23",389523.172508465,5419650.89359822,"S","Kerngebiet","dec_stand",0.299213260412216,0.278622657060623,0.0235359203070402,0.0504574552178383,0.959999978542328,1001.44451904297,2.40076541900635,10.8730316162109,1,0.989855767824711,0.0271654037469302,0.998041368447817,5288.56648769645,101.379726387046
"WTM_BYW216_23",391550.005519378,5419639.95326092,"S","Kerngebiet","mix_stand",0.226981550455093,0.207709431648254,0.0432175993919373,0.0908919349312782,0,1125.37194824219,2.57970976829529,11.6767530441284,0.407216489315033,0.51098148107149,0.219681660199855,0.360819968084494,3537.43797210004,153.188553186007
"WTM_BYW218_23",393536.052785643,5419643.87424324,"S","Naturzone","con_stand",0.163255974650383,0.144048601388931,0.147659748792648,0.336439251899719,1,899.713745117188,2.16525673866272,9.895827293396,0.986754953861237,0.979981455148435,0.0334079964235798,0.977607318988213,2325.24417548455,267.712794644035
"WTM_BYW221_23",384529.741674193,5418642.39358365,"S","Kerngebiet","con_stand",0.443358242511749,0.424088686704636,0.794946908950806,0.248934417963028,1,754.155639648438,1.28575730323792,6.0183253288269,0.986842095851898,0.955918372838528,0.0864203025322265,0.993692356806535,4113.87271313752,85.1003516188575
"WTM_BYW223_23",386538.723378947,5418632.23757974,"S","Kerngebiet","open",0.427704781293869,0.414172798395157,0.376210749149323,0.298892587423325,0,727.306701660156,0.244667127728462,1.02567934989929,0.995305180549622,0.96344265860896,0.0467640885346521,0.98874308512761,5360.1486337224,78.217296780698
"WTM_BYW225_23",388512.561054162,5418625.73350442,"S","Naturzone","dec_stand",0.376072108745575,0.36042732000351,0.0701461657881737,0.164529383182526,1,806.7919921875,1.66783475875854,7.367591381073,0.989864885807037,0.887759392524694,0.0944438758077091,0.943007340798011,5939.86066972772,67.193342507241
"WTM_BYW227_23",390540.991231456,5418638.8713916,"S","Naturzone","mix_stand",0.305038154125214,0.28367355465889,0.0240112226456404,0.0675568357110023,1,879.491577148438,3.26220059394836,14.7840585708618,0.968888878822327,0.912780852437769,0.0857378675727292,0.947266325354576,3974.1974521345,90.348866288167
"WTM_BYW229_23",392514.370038934,5418650.47343088,"S","Naturzone","dec_stand",0.232128113508224,0.213510975241661,0.156590506434441,0.187411338090897,1,1073.30529785156,5.9851131439209,26.040641784668,0.978365361690521,0.935106465124315,0.0530417395824061,0.955971126045499,2175.76673580432,448.105632208957
"WTM_BYW231_23",394539.796168032,5418626.20440835,"S","Managementzone","mix_stand",0.165395498275757,0.148695737123489,0.261494606733322,0.293091714382172,0,795.960327148438,1.71719872951508,7.68622303009033,0.775167763233185,0.828246032230316,0.157075968063634,0.885552498010489,1183.22247669847,9.61919362344072
"WTM_BYW233_23",387534.095954352,5417613.44067481,"S","Managementzone","mix_stand",0.401086568832397,0.381830841302872,0.114165499806404,0.258441656827927,1,721.194396972656,1.6873072385788,7.80978584289551,0.985576927661896,0.96822025222716,0.0577838651175666,0.975337879998343,6783.54701940608,43.441716959903
"WTM_BYW235_23",389541.629623759,5417662.23438465,"S","Naturzone","mix_stand",0.358738362789154,0.337067425251007,0.0155752077698708,0.150500416755676,0.920000016689301,878.257873535156,2.6501669883728,11.8481769561768,1,0.916452164919871,0.0977831241668347,0.946737711628278,4799.3939710294,39.0414681191496
"WTM_BYW237_23",391533.967131262,5417649.77328349,"S","Naturzone","dec_stand",0.293490052223206,0.272508054971695,0.0794789120554924,0.125590860843658,1,888.298278808594,1.56522762775421,7.18833827972412,0.989583313465118,0.965839122572253,0.0422073662603442,0.975479781627655,2808.68271305083,38.5197951427518
"WTM_BYW239_23",393534.711024478,5417656.76761914,"S","Naturzone","mix_stand",0.222902998328209,0.205442175269127,0.286453515291214,0.206689313054085,1,893.095581054688,1.31392288208008,6.11656141281128,0.996376812458038,0.96435195784415,0.0687083692744404,0.990581850210826,824.644890539122,323.450753418109
"WTM_BYW241_23",386520.663105813,5416629.82163153,"S","Managementzone","con_stand",0.354584038257599,0.320147722959518,0.113960519433022,0.182764083147049,0.0799999982118607,687.647033691406,2.10438466072083,9.47342109680176,0.835164844989777,0.900518006567032,0.138084566723914,0.846938324471315,6872.23124662409,77.5603067647939
"WTM_BYW245_23",391547.55589987,5416615.3449746,"S","Naturzone","dec_stand",0.295222461223602,0.27204442024231,0.0626252368092537,0.174848571419716,1,846.981750488281,1.18695843219757,5.53938055038452,0.994680821895599,0.787337606760763,0.193367263165873,0.967769757906596,2914.21823286915,104.380479306225
"WTM_BYW248_23",394542.201410811,5416623.47420352,"S","Managementzone","mix_stand",0.204769298434258,0.185281693935394,0.249121904373169,0.137796148657799,0,798.348754882812,0.666514098644257,3.09494400024414,0.763975143432617,0.643204349241439,0.16031961833296,0.631935100142772,862.919264861618,120.536145027432
"WTM_BYW249_23",389510.046704923,5415662.34188066,"no","Managementzone","con_stand",0.295545279979706,0.258430600166321,0.00296983914449811,0.183999225497246,1,785.792785644531,1.41214227676392,6.54182624816895,1,0.963415371133135,0.0544330065797438,0.974487140774727,5151.18287228437,98.7104779293915
"WTM_BYW252_23",392506.153043893,5415640.45469372,"S","Managementzone","mix_stand",0.25152200460434,0.218974813818932,0.0740353167057037,0.169398292899132,1,886.849304199219,4.38016939163208,19.9082489013672,0.99035370349884,0.903053469908465,0.157946442124437,0.946267765301924,2581.63445880917,107.317478910298
"WTM_BYW254_23",394534.689492086,5415683.99148237,"S","Managementzone","dec_stand",0.202880293130875,0.180060654878616,0.142266377806664,0.126039698719978,0.759999990463257,875.928039550781,1.6947363615036,7.76405620574951,0.680412352085114,0.438922638566263,0.222990316695702,0.708895013882564,1788.65520950979,80.8835591598198
"WTM_BYW258_23",394540.47810671,5414633.06054843,"no","Managementzone","con_stand",0.182672396302223,0.152094930410385,0.048876017332077,0.108638018369675,1,763.487487792969,1.07672309875488,4.94736862182617,1,0.982318955852139,0.044029946324204,0.994860117252056,2836.15483308049,197.068723056567
