X,Y,FFID,X,Y,Raster_ID
"378519.939083718,5438658.29595853,WTM_BYW036_23,""13,33614003"",""49,08878003"","
"370540.555766419,5437636.92856969,WTM_BYW038_23,""13,22723003"",""49,07797003"","
"373536.822923598,5437636.62327692,WTM_BYW041_23,""13,26824003"",""49,07859003"","
"374514.773975765,5437654.40630472,WTM_BYW042_23,""13,28162003"",""49,07895003"","
"375530.738550752,5437641.47844142,WTM_BYW043_23,""13,29553003"",""49,07904003"","
"376545.893085173,5436642.27660164,WTM_BYW053_23,""13,30973003"",""49,07026003"","
"377534.041341238,5436652.58636919,WTM_BYW054_23,""13,32325003"",""49,07055003"","
"377518.296142848,5437658.31286861,WTM_BYW045_23,""13,32273003"",""49,07959003"","
"378543.396602325,5437630.16559822,WTM_BYW046_23,""13,33677003"",""49,07954003"","
"379531.636043608,5436646.57975419,WTM_BYW056_23,""13,35059003"",""49,07089003"","
"371536.356787317,5436627.21621501,WTM_BYW048_23,""13,24118003"",""49,06910003"","
"372503.126095611,5435610.58206675,WTM_BYW058_23,""13,25473003"",""49,06016003"","
"372526.871240696,5436642.14006763,WTM_BYW049_23,""13,25473003"",""49,06944003"","
"373513.619840884,5436652.87799519,WTM_BYW050_23,""13,26823003"",""49,06974003"","
"374529.172059597,5435613.25436206,WTM_BYW060_23,""13,28245003"",""49,06060003"","
"374533.777427445,5436622.99631852,WTM_BYW051_23,""13,28220003"",""49,06968003"","
"376532.937738035,5435634.95773362,WTM_BYW062_23,""13,30986003"",""49,06120003"","
"378520.709680321,5435629.93193789,WTM_BYW064_23,""13,33706003"",""49,06155003"","
"375550.791846505,5434631.52939319,WTM_BYW068_23,""13,29673003"",""49,05198003"","
"377525.490405207,5434613.10869098,WTM_BYW070_23,""13,32375003"",""49,05221003"","
"378536.251391024,5434672.04511958,WTM_BYW071_23,""13,33756003"",""49,05294003"","
"379534.453950735,5434659.14978993,WTM_BYW072_23,""13,35122003"",""49,05302003"","
"380520.401758218,5434654.48333161,WTM_BYW073_23,""13,36471003"",""49,05317003"","
"381541.318453642,5434644.79603815,WTM_BYW074_23,""13,37868003"",""49,05328003"","
"382538.28669134,5434643.58913934,WTM_BYW075_23,""13,39232003"",""49,05346003"","
"376543.125840825,5433631.75419881,WTM_BYW076_23,""13,31061003"",""49,04319003"","
"377531.10405213,5433643.20021385,WTM_BYW077_23,""13,32412003"",""49,04349003"","
"379531.437850276,5433646.07142175,WTM_BYW079_23,""13,35148003"",""49,04391003"","
"381539.8691599,5433619.46374606,WTM_BYW081_23,""13,37896003"",""49,04406003"","
"378536.271756228,5432637.95974867,WTM_BYW084_23,""13,33817003"",""49,03465003"","
"380530.962672234,5432634.65598237,WTM_BYW086_23,""13,36545003"",""49,03501003"","
"382541.023886856,5432633.9677241,WTM_BYW088_23,""13,39294003"",""49,03539003"","
"378505.925000417,5431653.2802331,WTM_BYW089_23,""13,33805003"",""49,02579003"","
"379542.707571263,5431640.674279,WTM_BYW090_23,""13,35223003"",""49,02588003"","
"381539.936622646,5431637.69152334,WTM_BYW092_23,""13,37954003"",""49,02624003"","
"378530.926246644,5430624.01719364,WTM_BYW094_23,""13,33870003"",""49,01654003"","
"380526.016707924,5430639.63613522,WTM_BYW096_23,""13,36597003"",""49,01707003"","
"382535.338093152,5430638.98883147,WTM_BYW098_23,""13,39344003"",""49,01745003"","
"380530.799276992,5429638.63635666,WTM_BYW099_23,""13,36633003"",""49,00807003"","
"381555.777821053,5429638.90785423,WTM_BYW100_23,""13,38034003"",""49,00827003"","
"382539.845549999,5429642.45839223,WTM_BYW101_23,""13,39379003"",""49,00849003"","
"380530.256054651,5427641.30782034,WTM_BYW107_23,""13,36691003"",""48,99011003"","
"381534.246452069,5427635.36816237,WTM_BYW108_23,""13,38063003"",""48,99025003"","
"382534.219220355,5427647.4883068,WTM_BYW109_23,""13,39429003"",""48,99055003"","
"382553.588633933,5428666.86401689,WTM_BYW105_23,""13,39426003"",""48,99972003"","
"382543.435330178,5426629.7338413,WTM_BYW112_23,""13,39471003"",""48,98140003"","
"380537.781003027,5425642.70053941,WTM_BYW114_23,""13,36760003"",""48,97214003"","
"381539.276288635,5425640.16525733,WTM_BYW115_23,""13,38128003"",""48,97231003"","
"380526.425689533,5424637.6079346,WTM_BYW121_23,""13,36774003"",""48,96310003"","
"382531.306752794,5424636.02344586,WTM_BYW123_23,""13,39512003"",""48,96347003"","
"383533.656023012,5424631.61177164,WTM_BYW124_23,""13,40881003"",""48,96362003"","
"385541.175921946,5424654.40991127,WTM_BYW126_23,""13,43622003"",""48,96420003"","
"391536.42420592,5424616.47810952,WTM_BYW128_23,""13,51811003"",""48,96494003"","
"394534.513212351,5424646.63112151,WTM_BYW131_23,""13,55905003"",""48,96573003"","
"396553.743971427,5424644.26751944,WTM_BYW133_23,""13,58663003"",""48,96605003"","
"379529.786314488,5423622.63856416,WTM_BYW135_23,""13,35443003"",""48,95378003"","
"382525.32734426,5423625.26788485,WTM_BYW138_23,""13,39533003"",""48,95438003"","
"384522.062174101,5423639.0430998,WTM_BYW140_23,""13,42259003"",""48,95488003"","
"386522.608447228,5423626.76728779,WTM_BYW142_23,""13,44991003"",""48,95514003"","
"387523.944453029,5423637.55833072,WTM_BYW143_23,""13,46358003"",""48,95542003"","
"391528.941254245,5423632.48885744,WTM_BYW144_23,""13,51827003"",""48,95609003"","
"393536.649982478,5423618.14727739,WTM_BYW146_23,""13,54569003"",""48,95631003"","
"395525.771105466,5423629.34340933,WTM_BYW148_23,""13,57285003"",""48,95675003"","
"378530.393061129,5422632.36214475,WTM_BYW150_23,""13,34108003"",""48,94468003"","
"379513.743175787,5422645.44853096,WTM_BYW151_23,""13,35450003"",""48,94499003"","
"381543.612205458,5422647.44226622,WTM_BYW153_23,""13,38221003"",""48,94540003"","
"383531.205402843,5422626.5955545,WTM_BYW155_23,""13,40935003"",""48,94559003"","
"388537.16186433,5422634.11425303,WTM_BYW160_23,""13,47769003"",""48,94658003"","
"392530.36618361,5422627.80273712,WTM_BYW162_23,""13,53221003"",""48,94723003"","
"394534.624940255,5422645.03598655,WTM_BYW164_23,""13,55957003"",""48,94773003"","
"396543.579136332,5422641.77550669,WTM_BYW166_23,""13,58700003"",""48,94804003"","
"399538.109222149,5422628.02219432,WTM_BYW167_23,""13,62789003"",""48,94841003"","
"377514.61033109,5421645.95031842,WTM_BYW168_23,""13,32751003"",""48,93561003"","
"380525.449937363,5421626.07740653,WTM_BYW171_23,""13,36861003"",""48,93602003"","
"382515.60999685,5421639.30089592,WTM_BYW173_23,""13,39577003"",""48,93652003"","
"385546.483099941,5421638.40094027,WTM_BYW176_23,""13,43714003"",""48,93708003"","
"387514.038233428,5421662.77140371,WTM_BYW178_23,""13,46399003"",""48,93766003"","
"389546.66321047,5421646.51126204,WTM_BYW180_23,""13,49174003"",""48,93788003"","
"390529.290248461,5421658.22660743,WTM_BYW181_23,""13,50515003"",""48,93816003"","
"391552.976120342,5421634.84233033,WTM_BYW182_23,""13,51913003"",""48,93813003"","
"393523.76054614,5421605.67241367,WTM_BYW184_23,""13,54604003"",""48,93821003"","
"398519.578494567,5421636.84682869,WTM_BYW185_23,""13,61423003"",""48,93933003"","
"377527.818908773,5420648.09384237,WTM_BYW186_23,""13,32799003"",""48,92664003"","
"378541.267713831,5420647.01447226,WTM_BYW187_23,""13,34182003"",""48,92683003"","
"381525.788257872,5420606.03568935,WTM_BYW190_23,""13,38256003"",""48,92704003"","
"384526.509258904,5420641.94126943,WTM_BYW193_23,""13,42350003"",""48,92793003"","
"386529.114588602,5420641.89647996,WTM_BYW195_23,""13,45083003"",""48,92830003"","
"390527.950181893,5420621.85170979,WTM_BYW198_23,""13,50541003"",""48,92884003"","
"392538.260123933,5420647.16798829,WTM_BYW200_23,""13,53284003"",""48,92942003"","
"381522.170929026,5419644.16248423,WTM_BYW206_23,""13,38279003"",""48,91839003"","
"382531.192074898,5419635.01335587,WTM_BYW207_23,""13,39656003"",""48,91850003"","
"385543.834260572,5419621.19189538,WTM_BYW210_23,""13,43767003"",""48,91894003"","
"387527.76881084,5419623.01514387,WTM_BYW212_23,""13,46474003"",""48,91932003"","
"389523.172508465,5419650.89359822,WTM_BYW214_23,""13,49196003"",""48,91993003"","
"391550.005519378,5419639.95326092,WTM_BYW216_23,""13,51962003"",""48,92019003"","
"393536.052785643,5419643.87424324,WTM_BYW218_23,""13,54672003"",""48,92057003"","
"386538.723378947,5418632.23757974,WTM_BYW223_23,""13,45152003"",""48,91023003"","
"388512.561054162,5418625.73350442,WTM_BYW225_23,""13,47845003"",""48,91053003"","
"390540.991231456,5418638.8713916,WTM_BYW227_23,""13,50612003"",""48,91101003"","
"392514.370038934,5418650.47343088,WTM_BYW229_23,""13,53304003"",""48,91146003"","
"394539.796168032,5418626.20440835,WTM_BYW231_23,""13,56068003"",""48,91159003"","
"387534.095954352,5417613.44067481,WTM_BYW233_23,""13,46538003"",""48,90125003"","
"389541.629623759,5417662.23438465,WTM_BYW235_23,""13,49275003"",""48,90205003"","
"391533.967131262,5417649.77328349,WTM_BYW237_23,""13,51993003"",""48,90229003"","
"393534.711024478,5417656.76761914,WTM_BYW239_23,""13,54722003"",""48,90270003"","
"386520.663105813,5416629.82163153,WTM_BYW241_23,""13,45183003"",""48,89222003"","
"391547.55589987,5416615.3449746,WTM_BYW245_23,""13,52039003"",""48,89299003"","
"394542.201410811,5416623.47420352,WTM_BYW248_23,""13,56123003"",""48,89358003"","
"389510.046704923,5415662.34188066,WTM_BYW249_23,""13,49286003"",""48,88406003"","
"392506.153043893,5415640.45469372,WTM_BYW252_23,""13,53372003"",""48,88439003"","
"394534.689492086,5415683.99148237,WTM_BYW254_23,""13,56137003"",""48,88513003"","
"394540.47810671,5414633.06054843,WTM_BYW258_23,""13,56172003"",""48,87568003"","
"384529.741674193,5418642.39358365,WTM_BYW221_23,""13,42411003"",""48,90995003"","
"383537.535182673,5419638.33568148,WTM_BYW208_23,""13,41029003"",""48,91872003"","
