X,Y,FFID,X,Y,Raster_ID
"368563.710927768,5441614.10138813,WTM_BYW001_23,""13,19888003"",""49,11331003"","
"369544.50338591,5441624.23831187,WTM_BYW002_23,""13,21231003"",""49,11361003"","
"371520.288278285,5441629.13222685,WTM_BYW004_23,""13,23937003"",""49,11407003"","
"372542.170500218,5441649.96704601,WTM_BYW005_23,""13,25336003"",""49,11447003"","
"374529.446765305,5441617.85576777,WTM_BYW007_23,""13,28059003"",""49,11459003"","
"368552.679761201,5440627.82113851,WTM_BYW009_23,""13,19905003"",""49,10444003"","
"369542.326324631,5440634.41779744,WTM_BYW010_23,""13,21260003"",""49,10471003"","
"370520.05156817,5440631.46046282,WTM_BYW011_23,""13,22599003"",""49,10489003"","
"372543.064151607,5440643.41358838,WTM_BYW013_23,""13,25369003"",""49,10542003"","
"373547.117793788,5440643.72058935,WTM_BYW014_23,""13,26744003"",""49,10563003"","
"375535.172243338,5440630.87390471,WTM_BYW016_23,""13,29467003"",""49,10592003"","
"376520.454157463,5440642.15209943,WTM_BYW017_23,""13,30816003"",""49,10622003"","
"369540.732703105,5439637.91192285,WTM_BYW018_23,""13,21290003"",""49,09575003"","
"371540.146447728,5439623.37735451,WTM_BYW020_23,""13,24028003"",""49,09604003"","
"373539.344697146,5439632.92565332,WTM_BYW022_23,""13,26765003"",""49,09654003"","
"374542.090180212,5439664.59108139,WTM_BYW023_23,""13,28137003"",""49,09703003"","
"375512.05331297,5439636.00616124,WTM_BYW024_23,""13,29466003"",""49,09697003"","
"376518.88991691,5439623.45069701,WTM_BYW025_23,""13,30845003"",""49,09706003"","
"369541.261882205,5438638.02107797,WTM_BYW027_23,""13,21323003"",""49,08676003"","
"370522.495968101,5438613.86406207,WTM_BYW028_23,""13,22667003"",""49,08675003"","
"371562.810680484,5438617.42671331,WTM_BYW029_23,""13,24091003"",""49,08700003"","
"372538.969772267,5438627.11068229,WTM_BYW030_23,""13,25427003"",""49,08729003"","
"373524.660520866,5438638.97300409,WTM_BYW031_23,""13,26776003"",""49,08760003"","
"375545.054103006,5438635.42884922,WTM_BYW033_23,""13,29542003"",""49,08798003"","
"377546.487898323,5438635.26538789,WTM_BYW035_23,""13,32282003"",""49,08838003"","
